"name","link","description","id","lookup"
"pH","http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45997","Quantity of dimension one used to express on a scale from 0 to 14 the amount-of-substance concentration of hydrogen ion of dilute aqueous solution, calculated as the logarithm of the reciprocal of hydrogen-ion concentration in gram atoms per liter.","PH","lk_lab_test_name"
"Phosphate","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C64857","A measurement of the phosphate in a biological specimen.","PHOS","lk_lab_test_name"
"Plasmacytoid Lymphocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74618","A measurement of the plasmacytoid lymphocytes (lymphocytes with peripherally clumped chromatin and often deep blue cytoplasm, and that appear similar to plasma cells) in a biological specimen.","LYMPL","lk_lab_test_name"
"Plasmacytoid Lymphocytes/Lymphocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74648","A relative measurement (ratio or percentage) of the plasmacytoid lymphocytes (lymphocytes with peripherally clumped chromatin and often deep blue cytoplasm, and that appear similar to plasma cells) to all lymphocytes in a biological specimen.","LYMPLLY","lk_lab_test_name"
"Plasminogen Activator Inhibitor-1 Antigen","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C81989","A measurement of the plasminogen activator inhibitor-1 antigen in a biological specimen.","PAI1AG","lk_lab_test_name"
"Platelet Distribution Width","http://purl.bioontology.org/ontology/SNOMEDCT/250313005;http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C81962","A mesurement of the range of platelet sizes in a blood specimen.","PDW","lk_lab_test_name"
"Platelets","http://purl.bioontology.org/ontology/SNOMEDCT/61928009;http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C51951","A measurement of the platelets per unit of a biological specimen.","PLAT","lk_lab_test_name"
"Poikilocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C79602","A measurement of the odd-shaped erythrocytes in a whole blood specimen.","POIKILO","lk_lab_test_name"
"Poikilocytes/Erythrocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74649","A relative measurement (ratio or percentage) of the poikilocytes irregularly shaped erythrocytes to all erythrocytes in a biological specimen.","POIKRBC","lk_lab_test_name"
"Polychromasia","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C64803","A measurement of the blue-staining characteristic of newly generated erythrocytes.","POLYCHR","lk_lab_test_name"
"Polymorphonuclear leukocyte count","http://purl.bioontology.org/ontology/SNOMEDCT/116708001","Polymorphonuclear leukocyte count","","lk_lab_test_name"
"Potassium","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C64853","A measurement of the potassium in a biological specimen.","K","lk_lab_test_name"
"Precursor Plasma Cells","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74619","A measurement of the precursor (blast stage) plasma cells (antibody secreting cells derived from B cells via antigen stimulation) in a biological specimen.","PLSPCE","lk_lab_test_name"
"Precursor Plasma Cells/Lymphocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74650","A relative measurement (ratio or percentage) of the precursor (blast stage) plasma cells (antibody secreting cells derived from B cells via antigen stimulation) to all lymphocytes in a biological specimen.","PLSPCELY","lk_lab_test_name"
"Prolymphocytes","http://purl.bioontology.org/ontology/SNOMEDCT/104101007;http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74620","A measurement of the prolymphocytes in a biological specimen.","PROLYM","lk_lab_test_name"
"Prolymphocytes/Leukocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C64829","A relative measurement (ratio or percentage) of prolymphocytes to leukocytes in a biological specimen.","PRLYMLE","lk_lab_test_name"
"Prolymphocytes/Lymphocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74651","A relative measurement (ratio or percentage) of prolymphocytes to all lymphocytes in a biological specimen.","PROLYMLY","lk_lab_test_name"
"Promonocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74621","A measurement of the promonocytes per unit of a biological specimen.","PROMONO","lk_lab_test_name"
"Promonocytes/Leukocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74652","A relative measurement (ratio or percentage) of promonocytes to all leukocytes in a biological specimen.","PROMONLE","lk_lab_test_name"
"Promyelocytes","http://purl.bioontology.org/ontology/SNOMEDCT/104100008;http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74622","A measurement of the promyelocytes (immature myelocytes) in a biological specimen.","PROMY","lk_lab_test_name"
"Promyelocytes/Leukocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74653","A relative measurement (ratio or percentage) of the promyelocytes (immature myelocytes) to all leukocytes  in a biological specimen.","PROMYLE","lk_lab_test_name"
"Prostate Specific Antigen","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C17634","A measurement of the prostate specific antigen in a biological specimen.","PSA","lk_lab_test_name"
"Protein","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C64858","A measurement of a group of complex organic macromolecules composed of one or more alpha-L-amino acid chains in a biological specimen.","PROT","lk_lab_test_name"
"Protein/Creatinine","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C79463","A relative measurement (ratio or percentage) of the protein to creatinine in a biological specimen.","PROTCRT","lk_lab_test_name"
"Prothrombin time","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C62656","A blood clotting measurement that evaluates the extrinsic pathway of coagulation and is expressed in units of time or percent activity.","","lk_lab_test_name"
"Rapid Plasma Reagin","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74716","A measurement of the antibodies produced by cellular damage caused by Treponema pallidum (syphilis) in a biological specimen.","RPR","lk_lab_test_name"
"Reactive Lymphocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74629","A measurement of the reactive lymphocytes (lymphocytes which have become large due to an antigen reaction) in a biological specimen.","LYMRCT","lk_lab_test_name"
"Reactive Lymphocytes/Lymphocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74654","A relative measurement (ratio or percentage) of the reactive lymphocytes (lymphocytes which have become large due to an antigen reaction) to all lymphocytes in a biological specimen.","LYMRCTLY","lk_lab_test_name"
"Reticulocytes","http://purl.bioontology.org/ontology/SNOMEDCT/45995003;http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C51947","A measurement of the reticulocytes per unit of a biological specimen.","RETI","lk_lab_test_name"
"Reticulocytes/Erythrocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C64828","A relative measurement (ratio or percentage) of reticulocytes to erythrocytes in a biological specimen.","RETIRBC","lk_lab_test_name"
"Rheumatoid Factor","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74717","A measurement of the rheumatoid factor antibody in a biological specimen.","RF","lk_lab_test_name"
"Rouleaux Formation","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74624","A measurement of the stacking of red blood cells within a biological specimen.","ROULEAUX","lk_lab_test_name"
"Schistocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74706","A measurement of the schistocytes (fragmented red blood cells) in a biological specimen.","SCHISTO","lk_lab_test_name"
"Sezary Cells","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74625","A measurement of the Sezary cells (atypical lymphocytes with cerebriform nuclei) in a biological specimen.","SEZCE","lk_lab_test_name"
"Sezary Cells/Lymphocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74655","A relative measurement (ratio or percentage) of the Sezary cells (atypical lymphocytes with cerebriform nuclei) to all lymphocytes in a biological specimen.","SEZCELY","lk_lab_test_name"
"Sickle Cells","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74626","A measurement of the sickle cells (sickle shaped red blood cells) in a biological specimen.","SCKLCE","lk_lab_test_name"
"Sickle Cells/Erythrocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74656","A relative measurement (ratio or percentage) of the sickle cells (sickle shaped red blood cells) to all erythrocytes in a biological specimen.","SCKCERBC","lk_lab_test_name"
"Smudge Cells","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74627","A measurement of the smudge cells (the nuclear remnant of a ruptured white blood cell) in a biological specimen.","SMDGCE","lk_lab_test_name"
"Sodium","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C64809","A measurement of the sodium in a biological specimen.","SODIUM","lk_lab_test_name"
"Specific Gravity","http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64832","The density (mass per unit volume) of any material divided by that of water at a standard temperature.","SPGRAV","lk_lab_test_name"
"Spherocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74707","A measurement of the spherocytes (small, sphere-shaped red blood cells) in a biological specimen.","SPHERO","lk_lab_test_name"
"Stomatocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74708","A measurement of the stomatocytes (red blood cells with an oval or rectangular area of central pallor, producing the appearance of a cell mouth) in a biological specimen.","STOMCY","lk_lab_test_name"
"Thyroid Antibodies","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C81990","A measurement of the thyroid antibodies in a biological specimen.","THYAB","lk_lab_test_name"
"Thyroid Antimicrosomal Antibodies","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C81991","A measurement of the thyroid antimicrosomal antibodies in a biological specimen.","THYAMAB","lk_lab_test_name"
"Thyroid Antithyroglobulin Antibodies","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C81992","A measurement of the thyroid antithyroglobulin antibodies in a biological specimen.","THYATAB","lk_lab_test_name"
"Thyrotropin","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C64813","A measurement of the thyrotropin in a biological specimen.","","lk_lab_test_name"
"Thyroxine","http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2302","A hormone synthesized and secreted by the thyroid gland containing four iodine atoms and is converted to triiodothyronine (T3) in the body, influencing metabolism and organ function.","T4","lk_lab_test_name"
"Tissue Plasminogen Activator Antigen","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C81993","A measurement of the tissue plasminogen activator antigen in a biological specimen.","TPAAG","lk_lab_test_name"
"Triglycerides","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C64812","A measurement of the triglycerides in a biological specimen..","TRIG","lk_lab_test_name"
"Triiodothyronine","http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2303","A thyroid hormone containing 3 iodine atoms generally synthesized from levothyroxine, and has greater biological activity.","T3","lk_lab_test_name"
"Urate","https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=15.10d&ns=NCI_Thesaurus&code=C64814","A quantitative measurement of the amount of urate present in a sample.","URATE","lk_lab_test_name"
"Urobilinogen","http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64816","A quantitative measurement of the amount of urobilinogen present in a sample.","UROBIL","lk_lab_test_name"
"Vacuolated Neutrophils","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74628","A measurement of the neutrophils containing small vacuoles in a biological specimen.","NEUTVAC","lk_lab_test_name"
"Autoimmune liver disease panel","https://www.nlm.nih.gov/medlineplus/ency/article/003328.htm","An autoimmune liver disease panel is a group of tests that is done to check for autoimmune liver disease.",NA,"lk_lab_test_panel_name"
"Blood Cell Count","http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=14.11d&code=C28133, http://purl.bioontology.org/ontology/SNOMEDCT/252275004","The determination of the number of red blood cells, white blood cells, and platelets in a blood sample.",NA,"lk_lab_test_panel_name"
"Blood Cell Count with Differential","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C98494","A hematologic procedure to determine the number of red blood cells, white blood cells, and platelets, including the white cell differential count and red cell morphology, in a blood sample.",NA,"lk_lab_test_panel_name"
"Blood Flow Cytometry","http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=14.11d&code=C38062, http://purl.bioontology.org/ontology/SNOMEDCT/64444005","Flow cytometry used to examine and quantitate the constituents of the blood.",NA,"lk_lab_test_panel_name"
"Chemistry Test","http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C49237&ns=NCI_Thesaurus","A laboratory test designed for the quantification of an organic or inorganic chemical within a biological specimen.",NA,"lk_lab_test_panel_name"
"Comprehensive Metabolic Panel","http://purl.bioontology.org/ontology/CPT/80053","Comprehensive Metabolic Panel",NA,"lk_lab_test_panel_name"
"Drug Test","http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=14.11d&code=C78139&ns=NCI_Thesaurus&key=n1647193989&b=1&n=null, http://purl.bioontology.org/ontology/SNOMEDCT/394642008","A laboratory test of biological material such as blood, urine, hair, saliva or sweat, used to detect the presence of a drug or its metabolites with in the body.",NA,"lk_lab_test_panel_name"
"Fasting Lipid Profile","http://purl.bioontology.org/ontology/SNOMEDCT/252150008","Fasting Lipid Profile",NA,"lk_lab_test_panel_name"
"Hormone measurement","http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=14.11d&code=C74742","The determination of the amount of hormone present in a sample.",NA,"lk_lab_test_panel_name"
"Immunology Test","http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C16723&ns=NCI_Thesaurus, http://purl.bioontology.org/ontology/SNOMEDCT/252318005","Laboratory test involving interaction of antigens with specific antibodies",NA,"lk_lab_test_panel_name"
"Laboratory test related to hemostasis","http://purl.bioontology.org/ontology/SNOMEDCT/127791007","Laboratory test related to hemostasis",NA,"lk_lab_test_panel_name"
"Mixed-Meal Tolerance Test","http://www.ncbi.nlm.nih.gov/pubmed/15189492","Mixed-Meal Tolerance Test",NA,"lk_lab_test_panel_name"
"Protein or Enzyme Type Measurement","http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=14.11d&code=C64430, http://purl.bioontology.org/ontology/SNOMEDCT/122444009","A term that refers to a chemistry test measuring a specific protein or enzyme in the peripheral blood or body fluid.",NA,"lk_lab_test_panel_name"
"Renal Function Test","http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C74972","A laboratory procedure that evaluates the kidney function.",NA,"lk_lab_test_panel_name"
"Serum protein electrophoresis","http://purl.bioontology.org/ontology/SNOMEDCT/4903000","Serum protein electrophoresis",NA,"lk_lab_test_panel_name"
"Thyroid Panel","http://purl.bioontology.org/ontology/SNOMEDCT/35650009","Thyroid Panel",NA,"lk_lab_test_panel_name"
"Total Protein Measurement","http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C64858&ns=NCI_Thesaurus, http://purl.bioontology.org/ontology/SNOMEDCT/74040009","A quantitative measurement of the amount of total protein present in a sample.",NA,"lk_lab_test_panel_name"
"Urinalysis","https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=15.10d&ns=NCI_Thesaurus&code=C17241","Laboratory analysis of urine, commonly used to aid in the diagnosis of disease or to detect the presence of a specific substance. It involves examination of the urine by physical or chemical means as well as microscopic examination that helps to screen for urinary tract infections, renal disease, and diseases of other organs, that result in abnormal metabolites (break-down products) appearing in the urine.",NA,"lk_lab_test_panel_name"
"Vitamin measurement","http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C74803&ns=NCI_Thesaurus, http://purl.bioontology.org/ontology/SNOMEDCT/122446006","Vitamin level",NA,"lk_lab_test_panel_name"
"Cq","http://purl.obolibrary.org/obo/STATO_0000190","Threshold cycle (or Ct or Cq) is a count which is defined as the fractional PCR cycle number at which the reporter fluorescence is greater than the threshold in the context of the RT-qPCR assay.",NA,"lk_pcr_expression_unit"
"Ct","http://purl.obolibrary.org/obo/STATO_0000190","Threshold cycle (or Ct or Cq) is a count which is defined as the fractional PCR cycle number at which the reporter fluorescence is greater than the threshold in the context of the RT-qPCR assay.",NA,"lk_pcr_expression_unit"
"Delta Ct","http://www.ncbi.nlm.nih.gov/pubmed/?term=PMID%3A11846609","Difference between the target gene and the reference gene.",NA,"lk_pcr_expression_unit"
"Delta Delta Ct","http://www.ncbi.nlm.nih.gov/pubmed/?term=PMID%3A11846609","Difference between the Delta Ct target gene of the treated sample and the Delta Ct of the target gene of the untreated sample.",NA,"lk_pcr_expression_unit"
"Not Specified","http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C38046&ns=NCI_Thesaurus","No value provided. Not stated explicitly or in detail.",NA,"lk_pcr_expression_unit"
"Co-Principal Investigator","http://purl.obolibrary.org/obo/OBI_0000103","A responsible party role played by a person responsible for the overall conduct of a study.","","lk_personnel_role"
"Medical Monitor","http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51836","Person employed by the sponsor or clinical research organization, who is responsible for determining that a clinical study is being conducted in accordance with the protocol. A monitor's duties may include, but are not limited to, helping to plan and initiate a trial, assessing the conduct of trial, assisting in data analysis, interpretation, and extrapolation. Monitor has medical authority for the checking data and documentation from the trial and for the evaluation of its safety aspects.","","lk_personnel_role"
"Other","","A person having a Role that is some Other value not in CV Terms.","","lk_personnel_role"
"Principal Investigator","http://purl.obolibrary.org/obo/OBI_0000103","A responsible party role played by a person responsible for the overall conduct of a study.","","lk_personnel_role"
"Site Manager","http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70652","Someone (or something) that controls, directs, and organizes people, resources, or processes.","","lk_personnel_role"
"Sub-Investigator","http://purl.obolibrary.org/obo/OBI_0000224","A worker role authorized to make study-related decisions and carry out tasks related to the study; this role occurs during the study timeline.","","lk_personnel_role"
"Not Specified","","No plate type specified","","lk_plate_type"
"d.p.c.","https://en.wikipedia.org/wiki/Days_post_coitum","Unit of Days Post Coitum (d.p.c.).",NA,"lk_preferred_time_unit"
"Days","http://bioportal.bioontology.org/ontologies/NCIT/?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C25301","Unit of Days.",NA,"lk_preferred_time_unit"
"Hours","http://bioportal.bioontology.org/ontologies/NCIT?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C25529","Unit of Hours.",NA,"lk_preferred_time_unit"
"Minutes","http://bioportal.bioontology.org/ontologies/NCIT?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C48154","Unit of Minutes.",NA,"lk_preferred_time_unit"
"Months","http://bioportal.bioontology.org/ontologies/NCIT?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C29846","Unit of Months.",NA,"lk_preferred_time_unit"
"Not Specified","","Unit is not specified or not received. If no Unit value is received, then this is the system default value.",NA,"lk_preferred_time_unit"
"Seconds","http://bioportal.bioontology.org/ontologies/NCIT?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C25666","Unit of Seconds.",NA,"lk_preferred_time_unit"
"Weeks","http://bioportal.bioontology.org/ontologies/NCIT/?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C29844","Unit of Weeks.",NA,"lk_preferred_time_unit"
"Years","http://bioportal.bioontology.org/ontologies/NCIT/?p=classes&conceptid=http%3A%2F%2Fncicb.nci.nih.gov%2Fxml%2Fowl%2FEVS%2FThesaurus.owl%23C29848","Unit of Years.",NA,"lk_preferred_time_unit"
"Assay","","Protocol used to assay or measure an experiment sample","","lk_protocol_type"
"Bio Sample Preparation","","Biological Sample Preparation.","","lk_protocol_type"
"Bio Sample Treatment","","Protocol used to prepare Biological Sample.","","lk_protocol_type"
"Biomaterial Transformation","","Protocol used to prepare or modify a biological sample","","lk_protocol_type"
"Clinical","","Clinical","","lk_protocol_type"
"Data Processing","","Data Processing","","lk_protocol_type"
"Data Transformation","","Protocol used to analyze or reformat data","","lk_protocol_type"
"Experiment","","Protocol used in the Experiment.","","lk_protocol_type"
"Experimental Sample","","Protocol used for Experimental Sample.","","lk_protocol_type"
"Not Specified","","Protcol Type is not specified or not received. If no Protocol Type value is received, then this is the system default value.","","lk_protocol_type"
"Other","","Other","","lk_protocol_type"
"Study Protocol","","'Study_Protocol' Study design description.","","lk_protocol_type"
"Study Summary","","'Study_Summary' Study review after a study is closed.","","lk_protocol_type"
"Subject Organism Treatment","","Subject Organism Treatment","","lk_protocol_type"
"dbGAP","http://www.ncbi.nlm.nih.gov/gap","The database of Genotypes and Phenotypes (dbGaP) was developed to archive and distribute the results of studies that have investigated the interaction of genotype and phenotype.","","lk_public_repository"
"ENA","http://www.ebi.ac.uk/ena","The European Nucleotide Archive (ENA) provides a comprehensive record of the world's nucleotide sequencing information, covering raw sequencing data, sequence assembly information and functional annotation.","","lk_public_repository"
"Ensembl","","Ensembl gene repository","","lk_public_repository"
"GenBank","https://www.ncbi.nlm.nih.gov/genbank/","GenBank is the NIH genetic sequence database, an annotated collection of all publicly available DNA sequences.","","lk_public_repository"
"GEO","http://www.ncbi.nlm.nih.gov/geo/","GEO is a public functional genomics data repository supporting MIAME-compliant data submissions. Array- and sequence-based data are accepted. Tools are provided to help users query and download experiments and curated gene expression profiles.","","lk_public_repository"
"ImmPort","http://www.immport.org/immport-open/public/home/home","Immunology Database and Analysis Portal (ImmPort)","","lk_public_repository"
"NCBI Gene","","NCBI gene repository","","lk_public_repository"
"SRA","http://www.ncbi.nlm.nih.gov/sra","The Sequence Read Archive (SRA) stores raw sequencing data from the next generation of sequencing platforms including Roche 454 GS System, Illumina Genome Analyzer, Applied Biosystems SOLiD System, Helicos Heliscope, Complete Genomics, and Pacific Biosciences SMRT.","","lk_public_repository"
"American Indian or Alaska Native","https://www.fda.gov/downloads/regulatoryinformation/guidances/ucm126396.pdf","A person having origins in any of the original peoples of North and South America (including Central America), and who maintains tribal affiliation or community attachment.","","lk_race"
"Asian","https://www.fda.gov/downloads/regulatoryinformation/guidances/ucm126396.pdf","A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent, including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, the Philippine Islands, Thailand, and Vietnam.","","lk_race"
"Black or African American","https://www.fda.gov/downloads/regulatoryinformation/guidances/ucm126396.pdf","A person having origins in any of the black racial groups of Africa. Terms such as ""Haitian"" or ""Negro"" can be used in addition to ""Black or African American.""","","lk_race"
"Native Hawaiian or Other Pacific Islander","https://www.fda.gov/downloads/regulatoryinformation/guidances/ucm126396.pdf","A person having origins in any of the original peoples of Hawaii, Guam, Samoa, or other Pacific Islands.","","lk_race"
"Not Specified","https://www.fda.gov/downloads/regulatoryinformation/guidances/ucm126396.pdf","Race is not specified or not received. If no Race value is received, then this is the system default value.","","lk_race"
"Other","https://www.fda.gov/downloads/regulatoryinformation/guidances/ucm126396.pdf","A person having a Race that is some Other value not in CV Terms.","","lk_race"
"Unknown","https://www.fda.gov/downloads/regulatoryinformation/guidances/ucm126396.pdf","A person having a race that is Unknown.","","lk_race"
"White","https://www.fda.gov/downloads/regulatoryinformation/guidances/ucm126396.pdf","A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.","","lk_race"
"Array","http://purl.obolibrary.org/obo/OBI_0400147 ; http://purl.obolibrary.org/obo/OBI_0001204 ; http://purl.obolibrary.org/obo/OBI_0001307 ; http://purl.obolibrary.org/obo/OBI_0400149","Arrays (including microarrays) are a set of probes immobilized on a surface. The probes can be oligonucleotides, cDNAs, antibodies and other molecules that recognize a target. Microarrays can be constructed by several methods including (but not limited to in situ oligo synthesis (e.g. Affymetrix), cDNA spotting, bead arrays (e.g. Illumina) and antibody spotting. The position and identity of probes are provided by the manufacturer. The probe identifiers and their target are referred to as annotation or translation of probe identifiers to bioinformatic identifiers. Microarrays can be used for gene expression (mRNA transcript quantification), genotyping, cytokine quantification, etc. Microarrays for gene expression fall into two general classes- single channel and dual channel. The channel refers to the wavelength scanned for fluorescent signals. Affymetrix microarrays are obligatory single channel. Many commercial and non-commercial microarray manufacturers use two channel.","","lk_reagent_type"
"CyTOF","http://en.wikipedia.org/wiki/Mass_cytometry","Cytometry Time Of Flight CyTOF (DVS Sciences) or Mass cytometry, or , is a variation of flow cytometry in which antibodies are labeled with heavy metal ion tags rather than fluorochromes. Readout is by time-of-flight mass spectrometry.","","lk_reagent_type"
"Cytometric Bead Array","http://purl.obolibrary.org/obo/OBI_0000920","An assay in which a series of beads coated with antibodies specific for different analytes and marked with discrete fluorescent labels are used to simultaneously capture and quantitate soluble analytes using flow cytometric analysis.","","lk_reagent_type"
